year,election_type,ward,ed_num,ed_label,shapefile_key,Mark J F Schroeder,Byron W Brown,Betty Jean Grant,Taniqua Simmons,Beverly A. Gray,Anthony M. Masiello,"Blank, Void & Scattering",TOTAL,Judith Einach Write In,Steven A. Calvaneso,Byron W. Brown,Kevin P. Gaughan,Kevin J. Helfer,Charles J. Flynn,Judith S. Einach,Michael P. Kearns,Bernie Tolbert,Sergio R. Rodriguez,Anita L Howard,Terrence A Robinson,total,India B. Walton,Le'Candice M. Durham,Blank,Void,Scattering,Total,Byron Brown,Ben Carlisle,Jaz Miles,William O'Dell,"Blank, Void, and Scattering",Christopher P. Scanlon,Anthony J.P. Tyson-Thompson,Rasheed N.C. Wyatt,Garnell Whitfield Jr.,Sean M. Ryan,Michael Gainer,James R. Gardner,Michael Gainer Restore Buffalo,Kevin Gay,Charles A. Notaro
2009,primary,FIL,32,32nd District ……………,Buffalo FIL 32,,,,,,,8.0,194.0,,,166.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,FIL,35,35th District ……………,Buffalo FIL 35,,,,,,,3.0,425.0,,,405.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,FIL,37,37th District ……………,Buffalo FIL 37,,,,,,,0.0,271.0,,,72.0,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,FIL,41,41st District ……………,Buffalo FIL 41,,,,,,,0.0,212.0,,,48.0,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,FIL,46,46th District ……………,Buffalo FIL 46,,,,,,,8.0,583.0,,,562.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,1,1st District ……………,Buffalo LOV 1,,,,,,,2.0,336.0,,,89.0,,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,4,4th District ……………,Buffalo LOV 4,,,,,,,4.0,396.0,,,349.0,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,5,5th District ……………,Buffalo LOV 5,,,,,,,10.0,482.0,,,122.0,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,8,8th District ……………,Buffalo LOV 8,,,,,,,1.0,396.0,,,87.0,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,9,9th District ……………,Buffalo LOV 9,,,,,,,1.0,151.0,,,15.0,,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,12,12th District ……………,Buffalo LOV 12,,,,,,,0.0,277.0,,,51.0,,,,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,14,14th District ……………,Buffalo LOV 14,,,,,,,15.0,905.0,,,841.0,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,17,17th District ……………,Buffalo LOV 17,,,,,,,8.0,409.0,,,382.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,18,18th District ……………,Buffalo LOV 18,,,,,,,0.0,70.0,,,19.0,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,19,19th District ……………,Buffalo LOV 19,,,,,,,4.0,634.0,,,544.0,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,LOV,24,24th District ……………,Buffalo LOV 24,,,,,,,5.0,269.0,,,240.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,1,1st District ……………,Buffalo MAS 1,,,,,,,10.0,613.0,,,591.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,2,2nd District ……………,Buffalo MAS 2,,,,,,,6.0,490.0,,,474.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,4,4th District ……………,Buffalo MAS 4,,,,,,,16.0,801.0,,,750.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,6,6th District ……………,Buffalo MAS 6,,,,,,,8.0,388.0,,,368.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,8,8th District ……………,Buffalo MAS 8,,,,,,,19.0,785.0,,,753.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,10,10th District ……………,Buffalo MAS 10,,,,,,,10.0,554.0,,,531.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,13,13th District ……………,Buffalo MAS 13,,,,,,,8.0,342.0,,,323.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,15,15th District ……………,Buffalo MAS 15,,,,,,,1.0,355.0,,,340.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,20,20th District ……………,Buffalo MAS 20,,,,,,,1.0,377.0,,,369.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,23,23rd District ……………,Buffalo MAS 23,,,,,,,7.0,475.0,,,453.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,25,25th District ……………,Buffalo MAS 25,,,,,,,4.0,316.0,,,301.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,MAS,28,28th District ……………,Buffalo MAS 28,,,,,,,7.0,579.0,,,552.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,1,1st District ……………,Buffalo NIA 1,,,,,,,2.0,518.0,,,181.0,,,,,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,2,2nd District ……………,Buffalo NIA 2,,,,,,,0.0,237.0,,,103.0,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,4,4th District ……………,Buffalo NIA 4,,,,,,,0.0,32.0,,,10.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,5,5th District ……………,Buffalo NIA 5,,,,,,,7.0,142.0,,,86.0,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,6,6th District ……………,Buffalo NIA 6,,,,,,,1.0,163.0,,,83.0,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,7,7th District ……………,Buffalo NIA 7,,,,,,,3.0,298.0,,,111.0,,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,8,8th District ……………,Buffalo NIA 8,,,,,,,4.0,309.0,,,188.0,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,9,9th District ……………,Buffalo NIA 9,,,,,,,0.0,170.0,,,93.0,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,11,11th District ……………,Buffalo NIA 11,,,,,,,0.0,96.0,,,65.0,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,17,17th District ……………,Buffalo NIA 17,,,,,,,1.0,159.0,,,85.0,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,18,18th District ……………,Buffalo NIA 18,,,,,,,2.0,192.0,,,104.0,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NIA,23,23rd District ……………,Buffalo NIA 23,,,,,,,2.0,247.0,,,144.0,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NOR,1,1st District ……………,Buffalo NOR 1,,,,,,,2.0,297.0,,,121.0,,,,,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NOR,4,4th District ……………,Buffalo NOR 4,,,,,,,3.0,354.0,,,144.0,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NOR,5,5th District ……………,Buffalo NOR 5,,,,,,,3.0,266.0,,,131.0,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NOR,7,7th District ……………,Buffalo NOR 7,,,,,,,4.0,344.0,,,102.0,,,,,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NOR,10,10th District ……………,Buffalo NOR 10,,,,,,,0.0,109.0,,,70.0,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NOR,12,12th District ……………,Buffalo NOR 12,,,,,,,2.0,243.0,,,129.0,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NOR,16,16th District ……………,Buffalo NOR 16,,,,,,,4.0,374.0,,,207.0,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NOR,24,24th District ……………,Buffalo NOR 24,,,,,,,1.0,199.0,,,85.0,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NOR,28,28th District ……………,Buffalo NOR 28,,,,,,,4.0,236.0,,,118.0,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,NOR,30,30th District ……………,Buffalo NOR 30,,,,,,,2.0,80.0,,,60.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,1,1st District ……………,Buffalo SOU 1,,,,,,,0.0,289.0,,,50.0,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,2,2nd District ……………,Buffalo SOU 2,,,,,,,1.0,329.0,,,70.0,,,,,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,3,3rd District ……………,Buffalo SOU 3,,,,,,,6.0,667.0,,,162.0,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,4,4th District ……………,Buffalo SOU 4,,,,,,,4.0,782.0,,,178.0,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,9,9th District ……………,Buffalo SOU 9,,,,,,,0.0,949.0,,,258.0,,,,,691.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,12,12th District ……………,Buffalo SOU 12,,,,,,,0.0,389.0,,,74.0,,,,,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,14,14th District ……………,Buffalo SOU 14,,,,,,,2.0,291.0,,,70.0,,,,,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,15,15th District ……………,Buffalo SOU 15,,,,,,,5.0,633.0,,,172.0,,,,,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,20,20th District ……………,Buffalo SOU 20,,,,,,,2.0,366.0,,,54.0,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,25,25th District ……………,Buffalo SOU 25,,,,,,,0.0,425.0,,,86.0,,,,,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,27,27th District ……………,Buffalo SOU 27,,,,,,,3.0,300.0,,,54.0,,,,,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,SOU,28,28th District ……………,Buffalo SOU 28,,,,,,,1.0,186.0,,,33.0,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,UNI,1,1st District ……………,Buffalo UNI 1,,,,,,,10.0,830.0,,,771.0,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,UNI,2,2nd District ……………,Buffalo UNI 2,,,,,,,4.0,312.0,,,144.0,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,UNI,3,3rd District ……………,Buffalo UNI 3,,,,,,,1.0,197.0,,,148.0,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,UNI,5,5th District ……………,Buffalo UNI 5,,,,,,,5.0,435.0,,,408.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,UNI,6,6th District ……………,Buffalo UNI 6,,,,,,,13.0,755.0,,,713.0,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,UNI,9,9th District ……………,Buffalo UNI 9,,,,,,,10.0,772.0,,,682.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,UNI,10,10th District ……………,Buffalo UNI 10,,,,,,,13.0,423.0,,,395.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,UNI,11,11th District ……………,Buffalo UNI 11,,,,,,,3.0,493.0,,,203.0,,,,,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,primary,UNI,15,15th District ……………,Buffalo UNI 15,,,,,,,1.0,356.0,,,308.0,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,1,1st District ……………,Buffalo DEL 1,,,,,,,57.0,201.0,,,144.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,2,2nd District ……………,Buffalo DEL 2,,,,,,,67.0,153.0,,,84.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,3,3rd District ……………,Buffalo DEL 3,,,,,,,29.0,94.0,,,64.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,4,4th District ……………,Buffalo DEL 4,,,,,,,69.0,121.0,,,52.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,5,5th District ……………,Buffalo DEL 5,,,,,,,43.0,74.0,,,30.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,6,6th District ……………,Buffalo DEL 6,,,,,,,68.0,146.0,,,76.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,7,7th District ……………,Buffalo DEL 7,,,,,,,50.0,114.0,,,63.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,8,8th District ……………,Buffalo DEL 8,,,,,,,70.0,163.0,,,89.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,9,9th District ……………,Buffalo DEL 9,,,,,,,82.0,145.0,,,59.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,10,10th District ……………,Buffalo DEL 10,,,,,,,56.0,113.0,,,57.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,11,11th District ……………,Buffalo DEL 11,,,,,,,4.0,15.0,,,11.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,12,12th District ……………,Buffalo DEL 12,,,,,,,99.0,200.0,,,99.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,13,13th District ……………,Buffalo DEL 13,,,,,,,35.0,90.0,,,51.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,14,14th District ……………,Buffalo DEL 14,,,,,,,12.0,39.0,,,25.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,15,15th District ……………,Buffalo DEL 15,,,,,,,57.0,153.0,,,94.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,16,16th District ……………,Buffalo DEL 16,,,,,,,52.0,101.0,,,48.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,17,17th District ……………,Buffalo DEL 17,,,,,,,24.0,59.0,,,35.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,18,18th District ……………,Buffalo DEL 18,,,,,,,26.0,97.0,,,71.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,19,19th District ……………,Buffalo DEL 19,,,,,,,137.0,218.0,,,79.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,20,20th District ……………,Buffalo DEL 20,,,,,,,40.0,101.0,,,59.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,21,21st District ……………,Buffalo DEL 21,,,,,,,52.0,107.0,,,55.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,22,22nd District ……………,Buffalo DEL 22,,,,,,,49.0,103.0,,,54.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,23,23rd District ……………,Buffalo DEL 23,,,,,,,37.0,94.0,,,57.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,24,24th District ……………,Buffalo DEL 24,,,,,,,74.0,149.0,,,74.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,25,25th District ……………,Buffalo DEL 25,,,,,,,82.0,146.0,,,63.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,26,26th District ……………,Buffalo DEL 26,,,,,,,93.0,221.0,,,126.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,27,27th District ……………,Buffalo DEL 27,,,,,,,49.0,146.0,,,97.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,28,28th District ……………,Buffalo DEL 28,,,,,,,30.0,104.0,,,74.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,29,29th District ……………,Buffalo DEL 29,,,,,,,88.0,152.0,,,64.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,30,30th District ……………,Buffalo DEL 30,,,,,,,102.0,173.0,,,66.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,31,31st District ……………,Buffalo DEL 31,,,,,,,32.0,81.0,,,49.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,32,32nd District ……………,Buffalo DEL 32,,,,,,,56.0,132.0,,,76.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,33,33rd District ……………,Buffalo DEL 33,,,,,,,40.0,96.0,,,55.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,34,34th District ……………,Buffalo DEL 34,,,,,,,92.0,155.0,,,60.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,35,35th District ……………,Buffalo DEL 35,,,,,,,5.0,11.0,,,6.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,36,36th District ……………,Buffalo DEL 36,,,,,,,132.0,214.0,,,78.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,37,37th District ……………,Buffalo DEL 37,,,,,,,31.0,48.0,,,17.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,38,38th District ……………,Buffalo DEL 38,,,,,,,8.0,64.0,,,56.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,DEL,39,39th District ……………,Buffalo DEL 39,,,,,,,77.0,154.0,,,75.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,1,1st District ……………,Buffalo ELL 1,,,,,,,21.0,38.0,,,14.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,2,2nd District ……………,Buffalo ELL 2,,,,,,,5.0,59.0,,,54.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,3,3rd District ……………,Buffalo ELL 3,,,,,,,8.0,60.0,,,52.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,4,4th District ……………,Buffalo ELL 4,,,,,,,5.0,59.0,,,54.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,5,5th District ……………,Buffalo ELL 5,,,,,,,49.0,78.0,,,29.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,6,6th District ……………,Buffalo ELL 6,,,,,,,1.0,54.0,,,52.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,7,7th District ……………,Buffalo ELL 7,,,,,,,31.0,64.0,,,32.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,8,8th District ……………,Buffalo ELL 8,,,,,,,8.0,49.0,,,41.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,9,9th District ……………,Buffalo ELL 9,,,,,,,14.0,55.0,,,41.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,10,10th District ……………,Buffalo ELL 10,,,,,,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,11,11th District ……………,Buffalo ELL 11,,,,,,,27.0,66.0,,,38.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,12,12th District ……………,Buffalo ELL 12,,,,,,,7.0,16.0,,,9.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,13,13th District ……………,Buffalo ELL 13,,,,,,,15.0,63.0,,,48.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,14,14th District ……………,Buffalo ELL 14,,,,,,,10.0,110.0,,,100.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,15,15th District ……………,Buffalo ELL 15,,,,,,,4.0,124.0,,,120.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,16,16th District ……………,Buffalo ELL 16,,,,,,,7.0,120.0,,,113.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,17,17th District ……………,Buffalo ELL 17,,,,,,,9.0,41.0,,,32.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,18,18th District ……………,Buffalo ELL 18,,,,,,,12.0,158.0,,,146.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,19,19th District ……………,Buffalo ELL 19,,,,,,,39.0,73.0,,,34.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,20,20th District ……………,Buffalo ELL 20,,,,,,,3.0,64.0,,,61.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,21,21st District ……………,Buffalo ELL 21,,,,,,,4.0,20.0,,,16.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,22,22nd District ……………,Buffalo ELL 22,,,,,,,9.0,33.0,,,24.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,23,23rd District ……………,Buffalo ELL 23,,,,,,,3.0,71.0,,,68.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,24,24th District ……………,Buffalo ELL 24,,,,,,,5.0,105.0,,,100.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,25,25th District ……………,Buffalo ELL 25,,,,,,,9.0,118.0,,,109.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,26,26th District ……………,Buffalo ELL 26,,,,,,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,27,27th District ……………,Buffalo ELL 27,,,,,,,12.0,144.0,,,132.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,28,28th District ……………,Buffalo ELL 28,,,,,,,8.0,17.0,,,9.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,29,29th District ……………,Buffalo ELL 29,,,,,,,0.0,3.0,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,30,30th District ……………,Buffalo ELL 30,,,,,,,8.0,115.0,,,107.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,31,31st District ……………,Buffalo ELL 31,,,,,,,1.0,55.0,,,54.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,32,32nd District ……………,Buffalo ELL 32,,,,,,,33.0,56.0,,,23.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,33,33rd District ……………,Buffalo ELL 33,,,,,,,7.0,62.0,,,55.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,34,34th District ……………,Buffalo ELL 34,,,,,,,3.0,50.0,,,47.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,35,35th District ……………,Buffalo ELL 35,,,,,,,10.0,31.0,,,21.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,36,36th District ……………,Buffalo ELL 36,,,,,,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,37,37th District ……………,Buffalo ELL 37,,,,,,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,38,38th District ……………,Buffalo ELL 38,,,,,,,25.0,55.0,,,30.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,39,39th District ……………,Buffalo ELL 39,,,,,,,3.0,88.0,,,85.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,40,40th District ……………,Buffalo ELL 40,,,,,,,7.0,107.0,,,100.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,ELL,41,41st District ……………,Buffalo ELL 41,,,,,,,23.0,45.0,,,22.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,1,1st District ……………,Buffalo FIL 1,,,,,,,10.0,13.0,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,2,2nd District ……………,Buffalo FIL 2,,,,,,,4.0,32.0,,,28.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,3,3rd District ……………,Buffalo FIL 3,,,,,,,5.0,32.0,,,27.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,4,4th District ……………,Buffalo FIL 4,,,,,,,11.0,35.0,,,24.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,5,5th District ……………,Buffalo FIL 5,,,,,,,2.0,2.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,6,6th District ……………,Buffalo FIL 6,,,,,,,13.0,49.0,,,36.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,7,7th District ……………,Buffalo FIL 7,,,,,,,12.0,35.0,,,23.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,8,8th District ……………,Buffalo FIL 8,,,,,,,24.0,29.0,,,5.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,9,9th District ……………,Buffalo FIL 9,,,,,,,16.0,47.0,,,31.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,10,10th District ……………,Buffalo FIL 10,,,,,,,10.0,32.0,,,22.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,general,FIL,11,11th District ……………,Buffalo FIL 11,,,,,,,8.0,26.0,,,18.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
